Breed,Age,Color,Sex,Class
,Youth - Younger than 1 year,MALE,SLVR TABBY
PUG - MIX,Older than 1 year,MALE,TAN
,Older than 1 year,MALE,WHITE
,Older than 1 year,FEMALE,BROWN
LABRADOR RETR - MIX,Older than 1 year,FEMALE,BLACK
,,UNKNOWN,BLACK
SIBERIAN HUSKY - ANATOL SHEPHERD,Older than 1 year,MALE,BROWN
,Older than 7 years,MALE,BRN TABBY
,Older than 7 years,MALE,GRAY TABBY
,Youth - Younger than 1 year,MALE,CREAM
,Infant - Younger than 6 months,FEMALE,CALICO
PIT BULL - MIX,,MALE,BROWN
,,FEMALE,CALICO
RAT TERRIER - MIX,Youth - Younger than 1 year,FEMALE,TRICOLOR
,Older than 1 year,FEMALE,BROWN
BOXER - MIX,Older than 1 year,MALE,TRICOLOR
,Older than 1 year,FEMALE,WHITE
,Older than 7 years,MALE,BLACK
,Older than 1 year,MALE,BLACK
,,UNKNOWN,GRAY TIGER
,,UNKNOWN,GRAY
AMER BULLDOG - MIX,Older than 1 year,FEMALE,WHITE
,Infant - Younger than 6 months,MALE,BLACK
,Infant - Younger than 6 months,MALE,CHOCOLATE
,,FEMALE,BROWN
PUG - BEAGLE,,MALE,FAWN
,Infant - Younger than 6 months,MALE,WHITE
,,FEMALE,BLK TABBY
,,MALE,ORANGE
,Older than 1 year,MALE,TAN
,,FEMALE,ORANGE
,Infant - Younger than 6 months,FEMALE,CALICO
,,FEMALE,BLACK
,,FEMALE,BR BRINDLE
,,UNKNOWN,WHITE
LABRADOR RETR - MASTIFF,Older than 1 year,MALE,TAN
,Infant - Younger than 6 months,FEMALE,TORTIE
,Infant - Younger than 6 months,FEMALE,CALICO
,,MALE,RED
,Older than 1 year,MALE,BLUE
,,FEMALE,RED
LABRADOR RETR - CHOW CHOW,Older than 1 year,MALE,BLACK
CHOW CHOW - LABRADOR RETR,,FEMALE,TAN
,Infant - Younger than 6 months,MALE,GRAY
,Older than 1 year,FEMALE,ORANGE
,Older than 1 year,FEMALE,BLACK
,Older than 1 year,MALE,BLACK
,Older than 1 year,MALE,ORANGE
BEAGLE - CHIHUAHUA SH,Older than 1 year,MALE,BROWN
,Infant - Younger than 6 months,FEMALE,CALICO
,,MALE,TRICOLOR
,,UNKNOWN,TORTIE
,Older than 7 years,MALE,BLACK
PIT BULL - MIX,Youth - Younger than 1 year,FEMALE,WHITE
,Older than 7 years,FEMALE,CALICO
COCKER SPAN - MIX,Older than 7 years,FEMALE,BLACK
,Infant - Younger than 6 months,MALE,YELLOW
,Older than 7 years,MALE,BRN TABBY
,Older than 1 year,MALE,BLACK
CHINESE SHARPEI - MIX,Older than 1 year,FEMALE,BROWN
,Infant - Younger than 6 months,MALE,GRAY
,,FEMALE,BUFF
,Infant - Younger than 6 months,MALE,GRAY
,Infant - Younger than 6 months,MALE,TAN
,,FEMALE,TAN
,Older than 1 year,MALE,BLACK
BORDER COLLIE - MIX,Older than 1 year,FEMALE,WHITE
,,UNKNOWN,ORG TABBY
,,MALE,RED
,Older than 1 year,FEMALE,BROWN
,Infant - Younger than 6 months,FEMALE,WHITE
,,FEMALE,GRAY
,,UNKNOWN,ORG TABBY
,Older than 1 year,MALE,ORG TABBY
,,MALE,ORG TABBY
,Older than 1 year,MALE,GRAY
,Older than 1 year,MALE,BLACK
DALMATIAN - MIX,Older than 7 years,MALE,BLACK
,Infant - Younger than 6 months,FEMALE,GRAY TABBY
,,FEMALE,TORTIE
,Youth - Younger than 1 year,FEMALE,BLACK
PUG - BEAGLE,,MALE,TAN
BEAGLE - DACHSHUND,Older than 7 years,FEMALE,BROWN
,Older than 1 year,UNKNOWN,ORANGE
,,FEMALE,WHITE
,Older than 7 years,FEMALE,TAN
,Older than 7 years,MALE,BROWN
,,MALE,BLACK
,Older than 1 year,MALE,FAWN
,Youth - Younger than 1 year,MALE,BROWN
,Older than 1 year,FEMALE,WHITE
,,UNKNOWN,ORG TABBY
,Older than 1 year,FEMALE,BLACK
,,UNKNOWN,BR BRINDLE
YORKSHIRE TERR - MIX,,MALE,BLACK
ROTTWEILER - MIX,Older than 1 year,FEMALE,BROWN
,,MALE,BLK TABBY
,Older than 1 year,MALE,BLUE
,Older than 1 year,FEMALE,YELLOW
,,MALE,WHITE
TIBETAN TERR - MIX,Infant - Younger than 6 months,MALE,TAN
,Older than 7 years,FEMALE,BLACK
RHOD RIDGEBACK - MIX,Older than 1 year,MALE,BROWN
,,UNKNOWN,BLACK
,,MALE,BLACK
GERM SHEPHERD - MIX,Older than 1 year,MALE,BLACK
,Older than 1 year,FEMALE,TAN
,,MALE,BLACK
,Youth - Younger than 1 year,FEMALE,TAN
,,FEMALE,BLACK
,Older than 1 year,FEMALE,BROWN
,,FEMALE,WHITE
,Infant - Younger than 6 months,FEMALE,WHITE
,Older than 1 year,MALE,BRN TABBY
,Infant - Younger than 6 months,MALE,ORG TABBY
BEAGLE - MIX,Infant - Younger than 6 months,FEMALE,TAN
,Older than 7 years,FEMALE,TORTIE
,Older than 7 years,FEMALE,BROWN
,Older than 1 year,FEMALE,CALICO
,,MALE,BLACK
,Older than 1 year,MALE,RED
,Infant - Younger than 6 months,MALE,ORG TABBY
,,FEMALE,BROWN
SIAMESE - MIX,Infant - Younger than 6 months,MALE,SEAL PT
,Older than 1 year,MALE,BLACK
LABRADOR RETR - MIX,Youth - Younger than 1 year,MALE,BLACK
,Older than 1 year,FEMALE,WHITE
,Older than 7 years,FEMALE,GOLD
,,FEMALE,BLACK
,Older than 1 year,FEMALE,TORTIE
,Youth - Younger than 1 year,MALE,ORANGE
,Infant - Younger than 6 months,UNKNOWN,GRAY
SIAMESE - MIX,Older than 1 year,FEMALE,TORTIE PT
,,FEMALE,CALICO
,Infant - Younger than 6 months,MALE,BRN TABBY
,Infant - Younger than 6 months,MALE,BLK TIGER
,,FEMALE,BROWN
,Older than 7 years,MALE,WHITE
,Older than 1 year,MALE,BLACK
,Older than 1 year,FEMALE,GRAY
AMER ESKIMO - MIX,,FEMALE,WHITE
,,MALE,WHITE
,,UNKNOWN,BRN TABBY
,Older than 7 years,FEMALE,CALICO
,,UNKNOWN,BLACK
,Older than 1 year,MALE,BROWN
,Older than 1 year,FEMALE,GRAY
,Older than 1 year,FEMALE,BLACK
PIT BULL - MIX,Infant - Younger than 6 months,MALE,BLACK
,Older than 1 year,MALE,GRAY TABBY
,,FEMALE,BLACK
,Older than 1 year,MALE,TAN
,Older than 7 years,MALE,TAN
,,FEMALE,BRN TABBY
,,UNKNOWN,BRN TABBY
,,UNKNOWN,BLACK
,,FEMALE,GRAY
CATAHOULA - MIX,Older than 1 year,MALE,BLUE MERLE
,Older than 7 years,FEMALE,BRN TABBY
MASTIFF - PIT BULL,Older than 1 year,FEMALE,BR BRINDLE
,Infant - Younger than 6 months,FEMALE,BRN TABBY
,,FEMALE,WHITE
,Older than 7 years,FEMALE,GRAY
,,FEMALE,BLACK
,Older than 1 year,FEMALE,BRN TABBY
,Youth - Younger than 1 year,MALE,GRAY TABBY
CHOW CHOW - PUG,Youth - Younger than 1 year,MALE,TAN
,Older than 1 year,FEMALE,BLACK
,,UNKNOWN,BLACK
BULL TERRIER - PURE BRED,Older than 7 years,FEMALE,BLACK
,,UNKNOWN,BLACK
,Older than 1 year,FEMALE,CALICO
,Youth - Younger than 1 year,FEMALE,WHITE
,,MALE,YELLOW
,Older than 1 year,FEMALE,WHITE
,,MALE,GRAY TABBY
,Older than 7 years,MALE,BLACK
PEKINGESE - MIX,Older than 1 year,FEMALE,CREAM
ALASK MALAMUTE - MIX,Infant - Younger than 6 months,MALE,BLACK
,Older than 1 year,MALE,BLACK
MALTESE - MIX,Infant - Younger than 6 months,MALE,WHITE
,Older than 7 years,FEMALE,BLACK
LABRADOR RETR - MIX,Older than 1 year,FEMALE,CHOCOLATE
,Infant - Younger than 6 months,MALE,BROWN
,Infant - Younger than 6 months,MALE,BRN TABBY
,Older than 1 year,MALE,BROWN
,Older than 7 years,MALE,YELLOW
,Infant - Younger than 6 months,MALE,ORG TABBY
,Infant - Younger than 6 months,UNKNOWN,BLK TABBY
POMERANIAN - CHIHUAHUA LH,Youth - Younger than 1 year,MALE,TAN
,Older than 1 year,FEMALE,BLACK
,Older than 7 years,MALE,WHITE
,,FEMALE,TAN
,Older than 1 year,UNKNOWN,ORANGE
,Older than 7 years,FEMALE,WHITE
,Older than 1 year,MALE,TAN
,,UNKNOWN,BRN TIGER
,Older than 7 years,MALE,BRN TABBY
,Infant - Younger than 6 months,FEMALE,TAN
,,FEMALE,BLACK
,Infant - Younger than 6 months,MALE,ORG TIGER
PIT BULL - MIX,,MALE,BROWN
,,UNKNOWN,BRN TABBY
,Older than 1 year,MALE,YELLOW
,Youth - Younger than 1 year,MALE,BROWN
JACK RUSS TER - MIX,,MALE,WHITE
,,UNKNOWN,TORTIE
,,MALE,ORG TABBY
PIT BULL - LABRADOR RETR,Youth - Younger than 1 year,MALE,RED
,Older than 1 year,FEMALE,TRICOLOR
LHASA APSO - MIX,Older than 7 years,FEMALE,WHITE
,,UNKNOWN,BLACK
,,MALE,BLACK
DOBERMAN PINSCH - MIX,Older than 1 year,MALE,BLACK
,,FEMALE,BLACK
,Older than 1 year,FEMALE,WHITE
,Older than 1 year,MALE,BROWN
CHINESE SHARPEI - GERM SHEPHERD,Older than 1 year,MALE,BLACK
,,MALE,TAN
YORKSHIRE TERR - MIX,,MALE,TAN
,Infant - Younger than 6 months,FEMALE,BLACK
,Older than 1 year,FEMALE,BLACK
,Infant - Younger than 6 months,UNKNOWN,BRN TABBY
,,FEMALE,ORG TABBY
LABRADOR RETR - PIT BULL,,MALE,FAWN
,,FEMALE,TAN
,Youth - Younger than 1 year,FEMALE,TAN
,Infant - Younger than 6 months,MALE,BRN TABBY
,Infant - Younger than 6 months,FEMALE,BRN TABBY
BULLDOG - BOXER,Older than 1 year,FEMALE,FAWN
,Older than 1 year,MALE,BROWN
,Infant - Younger than 6 months,FEMALE,BLACK
,,MALE,BROWN
,Older than 7 years,MALE,WHITE
,Infant - Younger than 6 months,MALE,WHITE
,Older than 1 year,MALE,BRN TABBY
,Infant - Younger than 6 months,FEMALE,WHITE
,,FEMALE,GRAY TIGER
,Infant - Younger than 6 months,MALE,TAN
CHIHUAHUA SH - JACK RUSS TER,Youth - Younger than 1 year,FEMALE,BLACK
BORDER COLLIE - CANAAN DOG,Youth - Younger than 1 year,MALE,WHITE
,,MALE,GRAY
,Older than 1 year,FEMALE,BLACK
GERM SHEPHERD - MIX,,MALE,BROWN
CHOW CHOW - MIX,Older than 1 year,FEMALE,BLACK
JACK RUSS TER - MIX,Older than 1 year,FEMALE,WHITE
,Older than 1 year,FEMALE,BROWN
LABRADOR RETR - CHOW CHOW,,FEMALE,YELLOW
GERM SHEPHERD - MIX,,FEMALE,WHITE
,Older than 1 year,MALE,GRAY
TIBETAN TERR - MIX,Youth - Younger than 1 year,MALE,YELLOW
,Older than 1 year,MALE,RED
,,MALE,ORG TABBY
,Older than 1 year,FEMALE,GRAY
CAIRN TERRIER - MIX,Infant - Younger than 6 months,MALE,TAN
,Youth - Younger than 1 year,MALE,GRAY
,Older than 7 years,MALE,YELLOW
CHOW CHOW - MIX,Older than 1 year,MALE,BLACK
,,FEMALE,BLACK
,,MALE,BROWN
,Infant - Younger than 6 months,MALE,BLACK
PIT BULL - LABRADOR RETR,Infant - Younger than 6 months,MALE,BR BRINDLE
,,FEMALE,UNKNOWN
,Older than 1 year,FEMALE,GRAY TABBY
PUG - BEAGLE,,FEMALE,BR BRINDLE
,,FEMALE,GRAY TABBY
BORDER COLLIE - MIX,Older than 7 years,MALE,GRAY
,Older than 1 year,FEMALE,WHITE
CHIHUAHUA LH - MIX,Older than 1 year,FEMALE,WHITE
,,MALE,CHOCOLATE
ITAL GREYHOUND - RAT TERRIER,Youth - Younger than 1 year,MALE,BLUE
,Older than 1 year,MALE,BROWN
,,UNKNOWN,GRAY
,Older than 1 year,MALE,SL LYNX PT
PUG - CHIHUAHUA SH,,MALE,WHITE
WHIPPET - MIX,Older than 1 year,MALE,BROWN
BLUETICK HOUND - BOXER,Youth - Younger than 1 year,FEMALE,BROWN
,,UNKNOWN,GRAY TIGER
AUST SHEPHERD - MIX,Older than 1 year,FEMALE,BLACK
,,FEMALE,BLUE
,,FEMALE,WHITE
GERM SH POINT - MIX,Infant - Younger than 6 months,FEMALE,BLACK
PIT BULL - MIX,,MALE,BLACK
,Older than 1 year,FEMALE,BLACK
,,FEMALE,BROWN
,,MALE,RED
,Older than 7 years,MALE,BROWN
,,FEMALE,CALICO
,Older than 1 year,FEMALE,FAWN
,Infant - Younger than 6 months,FEMALE,BR BRINDLE
,Older than 1 year,FEMALE,BROWN
,Older than 7 years,MALE,BLACK
,Older than 1 year,FEMALE,BLACK
,Older than 1 year,MALE,TAN
,,UNKNOWN,BLACK
,Infant - Younger than 6 months,UNKNOWN,BLK TABBY
,Older than 1 year,FEMALE,BLACK
,Older than 1 year,FEMALE,YELLOW
,Older than 1 year,FEMALE,TRICOLOR
AMER BULLDOG - BOXER,Older than 1 year,MALE,WHITE
,Infant - Younger than 6 months,MALE,BLACK
,Infant - Younger than 6 months,FEMALE,BRN TABBY
,,FEMALE,CALICO
,,FEMALE,BLACK
,Older than 1 year,MALE,GRAY
BENGAL - MIX,Infant - Younger than 6 months,FEMALE,BRN MERLE
,Infant - Younger than 6 months,MALE,BLACK
LABRADOR RETR - CHOW CHOW,,FEMALE,BLACK
,Infant - Younger than 6 months,FEMALE,GRAY
,,FEMALE,BLK TABBY
,Infant - Younger than 6 months,FEMALE,BRN TABBY
,Older than 7 years,FEMALE,CALICO
,Older than 1 year,UNKNOWN,ORG TIGER
,Infant - Younger than 6 months,FEMALE,BRN TABBY
,,MALE,GRAY TABBY
,Older than 1 year,MALE,BLACK
,Infant - Younger than 6 months,MALE,BLACK
,Infant - Younger than 6 months,FEMALE,BRN TIGER
GOLDEN RETR - MIX,,MALE,GOLD
CHOW CHOW - MIX,Older than 1 year,FEMALE,TAN
,,FEMALE,TORTIE
,,FEMALE,BRN TABBY
,,FEMALE,WHITE
BEAGLE - MIX,Youth - Younger than 1 year,MALE,WHITE
,,MALE,BROWN
BEAUCERON - ROTTWEILER,Youth - Younger than 1 year,FEMALE,BLACK
,Infant - Younger than 6 months,MALE,BLACK
,Infant - Younger than 6 months,FEMALE,GRAY TABBY
,,UNKNOWN,CALICO
,,MALE,BROWN
GERM SHEPHERD - BORDER COLLIE,Youth - Younger than 1 year,FEMALE,BLACK
,Older than 1 year,FEMALE,TORTIE
COLLIE SMOOTH - MIX,,FEMALE,TRICOLOR
,Youth - Younger than 1 year,MALE,BLACK
ROTTWEILER - PIT BULL,Infant - Younger than 6 months,MALE,BLACK
,Older than 1 year,FEMALE,BRN TABBY
,,MALE,BLACK
,Older than 1 year,FEMALE,TRICOLOR
,,FEMALE,TAN
,,MALE,TAN
COCKER SPAN - MIX,,FEMALE,BLACK
DOMESTIC LH - DOMESTIC LH,,FEMALE,TORTIE
,,MALE,WHITE
,Older than 1 year,FEMALE,BL BRINDLE
LABRADOR RETR - MIX,Older than 7 years,MALE,YELLOW
,Older than 1 year,MALE,BLACK
,Infant - Younger than 6 months,MALE,GRAY TABBY
,Infant - Younger than 6 months,FEMALE,CALICO
,,FEMALE,ORG TABBY
,,FEMALE,BRN TABBY
,Older than 1 year,FEMALE,BR BRINDLE
,Older than 1 year,MALE,TAN
,Older than 7 years,FEMALE,BROWN
,Youth - Younger than 1 year,MALE,WHITE
,,MALE,BUFF
,Infant - Younger than 6 months,MALE,BLACK
BOXER - MIX,Older than 1 year,FEMALE,RED
BORDER COLLIE - PIT BULL,,MALE,BLACK
,Youth - Younger than 1 year,MALE,FAWN
BEAGLE - LABRADOR RETR,Youth - Younger than 1 year,FEMALE,BLACK
,Infant - Younger than 6 months,MALE,BRN TIGER
,,MALE,ORANGE
,,UNKNOWN,BLACK
,,FEMALE,CALICO
BEAGLE - MIX,Older than 7 years,FEMALE,WHITE
,,FEMALE,CALICO
PIT BULL - MIX,,MALE,BROWN
,Older than 1 year,MALE,BLACK
,,FEMALE,BLACK
,Infant - Younger than 6 months,MALE,ORG TABBY
,Older than 1 year,FEMALE,WHITE
,Infant - Younger than 6 months,FEMALE,GRAY TABBY
BORDER COLLIE - MIX,Older than 1 year,MALE,BROWN
,,MALE,BLACK
,Infant - Younger than 6 months,MALE,BRN TABBY
,Older than 7 years,MALE,BLACK
,Older than 1 year,FEMALE,BRN TABBY
BORDER COLLIE - MIX,Older than 1 year,FEMALE,BLACK
DACHSHUND - BEAGLE,Youth - Younger than 1 year,FEMALE,BLACK
,,MALE,BLACK
,Infant - Younger than 6 months,MALE,BLACK
,Infant - Younger than 6 months,MALE,BLK TABBY
,Infant - Younger than 6 months,MALE,SLVR TIGER
PIT BULL - MIX,Youth - Younger than 1 year,MALE,BROWN
,Infant - Younger than 6 months,MALE,BR BRINDLE
,Older than 7 years,FEMALE,YELLOW
,Older than 1 year,FEMALE,TRICOLOR
,Youth - Younger than 1 year,FEMALE,BRN TABBY
,Infant - Younger than 6 months,MALE,ORG TABBY
,Older than 1 year,FEMALE,BRN TABBY
,Infant - Younger than 6 months,FEMALE,BLACK
,Older than 7 years,FEMALE,GRAY
,,FEMALE,BLACK
,Older than 1 year,FEMALE,CALICO
,,UNKNOWN,BLACK
,Infant - Younger than 6 months,FEMALE,GRAY
,Older than 1 year,MALE,ORG TABBY
LABRADOR RETR - VIZSLA,Older than 1 year,MALE,RED
,Older than 1 year,MALE,GRAY
ROTTWEILER - MIX,,MALE,BLACK
,,UNKNOWN,TORTIE
,Infant - Younger than 6 months,FEMALE,GRAY TABBY
,Older than 1 year,MALE,BLACK
,Infant - Younger than 6 months,UNKNOWN,BLK TABBY
,Older than 1 year,MALE,BROWN
MALTESE - MIX,Older than 1 year,FEMALE,WHITE
,Older than 7 years,FEMALE,BLACK
,,UNKNOWN,BRN TIGER
,,MALE,BROWN
,,FEMALE,FAWN
,Infant - Younger than 6 months,MALE,BLACK
,,MALE,BLACK
,Older than 1 year,MALE,WHITE
,Older than 1 year,MALE,WHITE
PIT BULL - MIX,Older than 1 year,FEMALE,BLACK
,Older than 7 years,FEMALE,BLACK
,Infant - Younger than 6 months,FEMALE,BROWN
PARSON RUSS TER - MIX,Older than 1 year,MALE,WHITE
,,FEMALE,BLACK
,Youth - Younger than 1 year,MALE,BROWN
PIT BULL - MIX,Older than 1 year,MALE,BLACK
,,FEMALE,BLACK
,Youth - Younger than 1 year,FEMALE,CALICO
,Older than 1 year,FEMALE,CHOC PT
PIT BULL - MIX,Older than 1 year,MALE,BLACK
BEAGLE - LABRADOR RETR,Youth - Younger than 1 year,FEMALE,WHITE
,Older than 1 year,FEMALE,BLK TABBY
,,UNKNOWN,GRAY TABBY
,Infant - Younger than 6 months,MALE,BLACK
,,MALE,ORG TABBY
PIT BULL - BOXER,Older than 1 year,FEMALE,BROWN
,,MALE,BUFF
DOMESTIC SH - DOMESTIC SH,,FEMALE,BRN TABBY
AMER BULLDOG - GERM SHEPHERD,Older than 1 year,MALE,WHITE
,Infant - Younger than 6 months,MALE,BUFF
DOMESTIC SH - DOMESTIC SH,,FEMALE,BRN TABBY
BASENJI - CHIHUAHUA SH,Older than 1 year,FEMALE,BLACK
,Older than 1 year,FEMALE,BRN TABBY
,,UNKNOWN,CALICO
,Infant - Younger than 6 months,MALE,ORANGE
,,MALE,CHOCOLATE
,Older than 1 year,FEMALE,BRN TABBY
,Infant - Younger than 6 months,MALE,CHOC PT
,Infant - Younger than 6 months,FEMALE,BLACK
,,UNKNOWN,BLACK
,Older than 1 year,FEMALE,BROWN
,,FEMALE,BLACK
,,UNKNOWN,BLACK
PUG - BEAGLE,Older than 1 year,FEMALE,TAN
GERM SH POINT - MIX,Infant - Younger than 6 months,FEMALE,BLACK
RUSSIAN BLUE - MIX,Infant - Younger than 6 months,FEMALE,GRAY
,,FEMALE,BLACK
,Youth - Younger than 1 year,MALE,BROWN
,,MALE,BLACK
,Older than 7 years,FEMALE,BRN TABBY
GERM SHEPHERD - MIX,,MALE,BROWN
,,MALE,BLACK
,,MALE,BLACK
,,UNKNOWN,BUFF
LABRADOR RETR - PIT BULL,,MALE,BR BRINDLE
,Youth - Younger than 1 year,FEMALE,BRN TABBY
,,UNKNOWN,UNKNOWN
CANE CORSO - ROTTWEILER,Older than 1 year,MALE,BL BRINDLE
,Infant - Younger than 6 months,FEMALE,BRN TABBY
LABRADOR RETR - MIX,Infant - Younger than 6 months,MALE,WHITE
,Infant - Younger than 6 months,FEMALE,BRN TABBY
SIAMESE - MIX,,MALE,CHOC PT
,Older than 7 years,FEMALE,CHOCOLATE
,,MALE,ORANGE
,,UNKNOWN,BLACK
LABRADOR RETR - PURE BRED,Older than 7 years,MALE,BLACK
LABRADOR RETR - SIBERIAN HUSKY,Older than 1 year,MALE,BLACK
,Infant - Younger than 6 months,FEMALE,ORG TABBY
,,MALE,BR BRINDLE
BASSET HOUND - MIX,Older than 1 year,MALE,TRICOLOR
,,UNKNOWN,GRAY TIGER
,,FEMALE,TAN
,,MALE,BR BRINDLE
,,MALE,BRN TABBY
ENG COONHOUND - MIX,,MALE,BROWN
,Older than 7 years,MALE,WHITE
,Infant - Younger than 6 months,FEMALE,BLACK
,,MALE,WHITE
,Older than 7 years,MALE,TRICOLOR
,Infant - Younger than 6 months,FEMALE,BLACK
,Older than 1 year,MALE,ORG TABBY
MASTIFF - MIX,Older than 1 year,MALE,BR BRINDLE
BEAGLE - MIX,,FEMALE,RED
,Infant - Younger than 6 months,FEMALE,GRAY TIGER
,Older than 1 year,FEMALE,BLACK
GERM SHEPHERD - LABRADOR RETR,Older than 1 year,MALE,BLACK
,,UNKNOWN,ORANGE
GERM SHEPHERD - PURE BRED,Older than 7 years,MALE,BLACK
,Infant - Younger than 6 months,FEMALE,GRAY TABBY
DALMATIAN - PIT BULL,,FEMALE,WHITE
,Older than 1 year,FEMALE,BRN TABBY
,Infant - Younger than 6 months,MALE,ORANGE
,Older than 7 years,MALE,BLACK
,Older than 1 year,FEMALE,GRAY
,Older than 1 year,MALE,TRICOLOR
,,MALE,UNKNOWN
,Older than 1 year,MALE,TAN
,Older than 1 year,MALE,BLK TABBY
,,UNKNOWN,BLACK
,Older than 1 year,FEMALE,TORTIE
MALTESE - MIX,Older than 1 year,MALE,WHITE
SHIH TZU - MIX,Older than 7 years,FEMALE,BLACK
,Infant - Younger than 6 months,MALE,ORG TABBY
,Youth - Younger than 1 year,UNKNOWN,ORG TABBY
FLAT COAT RETR - MIX,,MALE,BLACK
,Infant - Younger than 6 months,MALE,GRAY
GERM SHEPHERD - MIX,Infant - Younger than 6 months,FEMALE,BLACK
ROTTWEILER - MIX,Older than 1 year,FEMALE,BLACK
,Infant - Younger than 6 months,FEMALE,BLACK
,Older than 1 year,FEMALE,WHITE
GERM SHEPHERD - MIX,Infant - Younger than 6 months,MALE,TAN
,,MALE,BRN TABBY
,Older than 1 year,MALE,GRAY
,,FEMALE,GRAY
JACK RUSS TER - MIX,Older than 1 year,MALE,TRICOLOR
,Older than 7 years,MALE,WHITE
LABRADOR RETR - POINTER,,MALE,BLACK
,,UNKNOWN,GRAY
GOLDEN RETR - PURE BRED,Older than 7 years,FEMALE,BLONDE
DOMESTIC SH - DOMESTIC SH,,MALE,BRN TABBY
ENG COCKER SPAN - BEAGLE,Older than 1 year,MALE,BLACK
,Youth - Younger than 1 year,MALE,BLACK
,Older than 1 year,MALE,BROWN
,,FEMALE,TORTIE
,,UNKNOWN,WHITE
PIT BULL - MIX,Older than 1 year,MALE,BLACK
,Infant - Younger than 6 months,MALE,BRN TABBY
,Older than 1 year,MALE,GRAY
,Older than 1 year,MALE,BROWN
SCHNAUZER MIN - MIX,Youth - Younger than 1 year,FEMALE,TAN
,,UNKNOWN,BLACK
,Older than 1 year,FEMALE,BLACK
,Older than 1 year,MALE,WHITE
,Infant - Younger than 6 months,FEMALE,BLK TIGER
,Infant - Younger than 6 months,FEMALE,BRN TABBY
,,FEMALE,GRAY TABBY
,Youth - Younger than 1 year,MALE,BLACK
,,FEMALE,RED
,Older than 1 year,MALE,BR BRINDLE
LABRADOR RETR - MIX,Older than 1 year,MALE,BLACK
TURKISH ANGORA - PERSIAN,Older than 7 years,FEMALE,WHITE
,Youth - Younger than 1 year,FEMALE,BLK TABBY
,,MALE,FAWN
,Older than 1 year,FEMALE,BLK TABBY
,,MALE,WHITE
,,FEMALE,ORANGE
BLACK/TAN HOUND - MIX,,MALE,BLACK
,,MALE,BROWN
,Older than 1 year,MALE,BROWN
DACHSHUND WH - MIX,Infant - Younger than 6 months,FEMALE,BR BRINDLE
POINTER - PIT BULL,Older than 1 year,MALE,BLACK
,Infant - Younger than 6 months,MALE,CREAM
,Older than 1 year,MALE,TRICOLOR
LABRADOR RETR - MIX,,MALE,BLACK
,Older than 1 year,FEMALE,RED
,Infant - Younger than 6 months,FEMALE,GRAY TABBY
MIN PINSCHER - MIN PINSCHER,Older than 1 year,FEMALE,RED
PIT BULL - MIX,Older than 1 year,FEMALE,RED
,Infant - Younger than 6 months,FEMALE,BRN TABBY
,,FEMALE,BROWN
,Older than 1 year,MALE,CREAM
,,FEMALE,TAN
,Youth - Younger than 1 year,MALE,TRICOLOR
,,MALE,GRAY
RAGDOLL - MIX,Older than 1 year,FEMALE,LYNX PT
,Older than 1 year,FEMALE,GRAY TABBY
,Older than 1 year,FEMALE,CREAM
,,UNKNOWN,BLK TABBY
,,UNKNOWN,BLACK
,Older than 1 year,MALE,BLACK
GERM SHEPHERD - PIT BULL,Older than 1 year,MALE,BROWN
PIT BULL - MIX,Older than 1 year,MALE,BR BRINDLE
BOXER - MIX,,FEMALE,BROWN
BEAGLE - MIX,Infant - Younger than 6 months,FEMALE,BLUE
,Older than 1 year,MALE,GOLD
POODLE STND - LABRADOR RETR,Older than 1 year,MALE,CHOCOLATE
,Older than 1 year,MALE,WHITE
,Older than 1 year,FEMALE,BROWN
,,FEMALE,GRAY TABBY
,,FEMALE,SLVR TIGER
,Older than 7 years,MALE,BROWN
,Infant - Younger than 6 months,FEMALE,CREAM
,,FEMALE,BRN TABBY
,,UNKNOWN,GRAY
,Infant - Younger than 6 months,UNKNOWN,BRN TABBY
BEAGLE - MIX,Infant - Younger than 6 months,FEMALE,BLACK
PUG - BEAGLE,Older than 1 year,MALE,BLACK
,,MALE,WHITE
,Older than 7 years,MALE,BRN TABBY
LABRADOR RETR - MIX,Infant - Younger than 6 months,MALE,BLACK
,,MALE,WHITE
SCHNAUZER MIN - MIX,Infant - Younger than 6 months,FEMALE,BLACK
,Youth - Younger than 1 year,MALE,TAN
,Youth - Younger than 1 year,MALE,WHITE
SHIH TZU - MIX,,FEMALE,WHITE
,,UNKNOWN,BLACK
,Youth - Younger than 1 year,MALE,BLUE
,Older than 1 year,MALE,RED
,Infant - Younger than 6 months,MALE,BRN TABBY
,,MALE,ORG TABBY
,Youth - Younger than 1 year,MALE,BLACK
,Older than 7 years,MALE,BROWN
CHIHUAHUA SH - MIX,Older than 7 years,FEMALE,BLACK
,Older than 1 year,MALE,BLACK
,Older than 1 year,MALE,BLUE
LABRADOR RETR - MIX,Older than 1 year,FEMALE,TAN
SILKY TERRIER - MIX,Older than 1 year,MALE,TAN
,Older than 7 years,MALE,WHITE
,Older than 7 years,FEMALE,WHITE
,Youth - Younger than 1 year,FEMALE,TORTIE
COCKER SPAN - MIX,Older than 1 year,FEMALE,WHITE
SHIH TZU - MIX,,MALE,WHITE
,,UNKNOWN,BRN TABBY
BEAGLE - MIX,Infant - Younger than 6 months,MALE,WHITE
,Older than 1 year,FEMALE,WHITE
BOXER - MIX,Infant - Younger than 6 months,MALE,BROWN
