uid1,uid2
18200045,1227211865
18200045,1230510058
18200045,1232833944
18200045,1327530017
18200045,1343896504
18200045,1363821238
18200045,1428111065
18200045,1447080976
18200045,1473030615
18200045,1479570125
18200045,1481324205
18200045,100000029148865
18200045,100000206954468
18200045,100000331485180
18200045,100000352770318
18200045,100001036653603
18200045,100002961471223
18200045,100003039814401
18200045,100003743835116
18200045,100003811684814
18200045,100006250084766
29201512,506370
29201512,600949
29201512,1509804
29201512,3331281
29201512,9374187
29201512,17821835
29201512,18200045
29201512,37002724
29201512,60711499
29201512,506917852
29201512,508956711
29201512,517426254
29201512,536663246
29201512,540579618
29201512,546179068
29201512,589617649
29201512,614286230
29201512,615837196
29201512,629320458
29201512,659781080
29201512,661185194
29201512,671633819
29201512,683511687
29201512,696252057
29201512,733156388
29201512,763494180
29201512,875535240
29201512,892455102
29201512,1030110076
29201512,1038750001
29201512,1049580056
29201512,1050570217
29201512,1068871106
29201512,1073949296
29201512,1076087748
29201512,1091400024
29201512,1108639327
29201512,1120787189
29201512,1227211865
29201512,1232833944
29201512,1327530017
29201512,1363821238
29201512,1428111065
29201512,1447080976
29201512,1473030615
29201512,1479570125
29201512,1481324205
29201512,100000029148865
29201512,100000331485180
29201512,100000352770318
29201512,100001036653603
29201512,100002961471223
29201512,100003039814401
29201512,100003743835116
29201512,100003811684814
29201512,100006250084766
37002724,506370
37002724,600949
37002724,601882
37002724,1238013
37002724,1509804
37002724,3331281
37002724,9374187
37002724,17821835
37002724,18200045
37002724,29201512
37002724,60711499
37002724,506917852
37002724,508956711
37002724,517426254
37002724,536663246
37002724,540579618
37002724,546179068
37002724,589079010
37002724,589617649
37002724,597778741
37002724,614286230
37002724,615837196
37002724,629320458
37002724,659781080
37002724,661185194
37002724,683511687
37002724,696252057
37002724,733156388
37002724,763494180
37002724,875535240
37002724,892455102
37002724,1030110076
37002724,1038750001
37002724,1049580056
37002724,1068871106
37002724,1073949296
37002724,1076087748
37002724,1108639327
37002724,1120787189
37002724,1142160410
37002724,1227211865
37002724,1230510058
37002724,1232833944
37002724,1327530017
37002724,1343896504
37002724,1363821238
37002724,1428111065
37002724,1447080976
37002724,1473030615
37002724,1479570125
37002724,1481324205
37002724,1677870095
37002724,100000029148865
37002724,100000206954468
37002724,100000331485180
37002724,100000352770318
37002724,100001036653603
37002724,100002961471223
37002724,100003039814401
37002724,100003743835116
37002724,100003811684814
37002724,100006250084766
60711499,506370
60711499,600949
60711499,601882
60711499,1509804
60711499,3331281
60711499,9374187
60711499,17821835
60711499,18200045
60711499,29201512
60711499,37002724
60711499,506917852
60711499,508956711
60711499,517426254
60711499,536663246
60711499,540579618
60711499,546179068
60711499,589079010
60711499,589617649
60711499,597778741
60711499,614286230
60711499,615837196
60711499,629320458
60711499,659781080
60711499,661185194
60711499,671633819
60711499,683511687
60711499,696252057
60711499,718832946
60711499,733156388
60711499,763494180
60711499,867730071
60711499,875535240
60711499,892455102
60711499,1030110076
60711499,1038750001
60711499,1073949296
60711499,1076087748
60711499,1091400024
60711499,1108639327
60711499,1120787189
60711499,1227211865
60711499,1232833944
60711499,1327530017
60711499,1331280160
60711499,1363821238
60711499,1428111065
60711499,1447080976
60711499,1473030615
60711499,1481324205
60711499,1533914875
60711499,1677870095
60711499,100000029148865
60711499,100000206954468
60711499,100000331485180
60711499,100000352770318
60711499,100000890172806
60711499,100001791209212
60711499,100002961471223
60711499,100003039814401
60711499,100003743835116
60711499,100003811684814
60711499,100006250084766
61300726,420874
61300726,2102967
61300726,172001256
61300726,202902836
61300726,552801470
61300726,574460971
61300726,589697302
61300726,649115018
61300726,695385532
61300726,1231948441
61300726,1267639521
61300726,1280599201
61300726,1408486756
61300726,1505173569
61300726,100000296889367
101700088,420874
101700088,2102967
101700088,7946012
101700088,172001256
101700088,197801502
101700088,202902836
101700088,513283665
101700088,522252358
101700088,546292662
101700088,552801470
101700088,574460971
101700088,592342679
101700088,649115018
101700088,665100132
101700088,668205692
101700088,695385532
101700088,715057808
101700088,886895073
101700088,1009944166
101700088,1104192610
101700088,1267639521
101700088,100000296889367
172001256,420874
172001256,618107
172001256,2102967
172001256,61300726
172001256,101700088
172001256,202902836
172001256,222401833
172001256,522252358
172001256,542621538
172001256,574460971
172001256,589697302
172001256,592342679
172001256,630416754
172001256,649115018
172001256,665100132
172001256,715057808
172001256,1104192610
172001256,1132636451
172001256,1227610907
172001256,1231948441
172001256,1267639521
172001256,1280599201
172001256,1408486756
172001256,1505173569
172001256,1512741042
172001256,100000127862643
172001256,100000296889367
172001256,100002200618965
187701388,1507601
187701388,2259320
187701388,8606965
187701388,12806107
187701388,564030586
187701388,656780366
187701388,727563998
187701388,1186901075
197801502,101700088
197801502,1267639521
202902836,420874
202902836,618107
202902836,2102967
202902836,61300726
202902836,101700088
202902836,172001256
202902836,222401833
202902836,522252358
202902836,552801470
202902836,563766030
202902836,564030586
202902836,589697302
202902836,592342679
202902836,630416754
202902836,649115018
202902836,665100132
202902836,695216120
202902836,715057808
202902836,1000998772
202902836,1132636451
202902836,1134171129
202902836,1227610907
202902836,1231948441
202902836,1267639521
202902836,1280599201
202902836,1408486756
202902836,1505173569
202902836,1512741042
202902836,100000127862643
202902836,100000296889367
202902836,100000350949972
202902836,100002200618965
222401833,618107
222401833,2102967
222401833,172001256
222401833,202902836
222401833,542621538
222401833,552801470
222401833,563766030
222401833,574460971
222401833,589697302
222401833,592342679
222401833,620302405
222401833,630416754
222401833,649115018
222401833,672055699
222401833,695385532
222401833,715057808
222401833,886895073
222401833,1000998772
222401833,1009944166
222401833,1043382151
222401833,1104192610
222401833,1132636451
222401833,1231948441
222401833,1254727220
222401833,1267639521
222401833,1280599201
222401833,1408486756
222401833,1505173569
222401833,1512741042
222401833,100000276073857
222401833,100000296889367
222401833,100000350949972
222401833,100000600083933
222401833,100001241356498
500877806,4801121
500877806,512732034
500877806,517437788
500877806,517684919
500877806,517712651
500877806,518572083
500877806,520696299
500877806,527553225
500877806,533173963
500877806,534263084
500877806,534681499
500877806,539810190
500877806,542621538
500877806,549763097
500877806,565266340
500877806,569888241
500877806,582429121
500877806,592342679
500877806,600548664
500877806,609605536
500877806,617610831
500877806,620302405
500877806,628760671
500877806,630416754
500877806,641567039
500877806,649115018
500877806,650382899
500877806,662971783
500877806,663093622
500877806,665057526
500877806,669406430
500877806,671667814
500877806,671846619
500877806,672055699
500877806,674728853
500877806,678220500
500877806,682758760
500877806,684630835
500877806,695216120
500877806,695385532
500877806,696993865
500877806,725083823
500877806,727563998
500877806,762845211
500877806,788808777
500877806,807649287
500877806,833495649
500877806,1000998772
500877806,1027062817
500877806,1043382151
500877806,1104192610
500877806,1127111030
500877806,1132636451
500877806,1160373039
500877806,1188934029
500877806,1203454984
500877806,1241403557
500877806,1254727220
500877806,1277747769
500877806,1556089309
500877806,100000015549191
500877806,100000276073857
500877806,100000296889367
500877806,100000387260845
500877806,100000600083933
500877806,100000607334991
500877806,100000940759869
500877806,100000953362802
500877806,100001364571732
500877806,100002200618965
503422987,684630835
503422987,727563998
503422987,807649287
503825478,520296349
503825478,529071766
503825478,555396174
503825478,555572553
503825478,557087412
503825478,566203046
503825478,567291909
503825478,579486364
503825478,600930241
503825478,617527360
503825478,632458478
503825478,641721813
503825478,682235885
503825478,683531633
503825478,683937650
503825478,684121442
503825478,684165842
503825478,685081642
503825478,713517094
503825478,793452312
503825478,801083603
503825478,805909094
503825478,806394508
503825478,821469432
503825478,837007299
503825478,1217832393
503825478,1239202333
503825478,1552768087
503825478,100000598302009
504578371,549763097
504578371,671846619
504578371,678220500
504578371,684630835
504578371,696993865
504578371,727563998
504649676,510952871
504649676,549763097
504649676,557087412
504649676,564030586
504649676,604346175
504649676,617610831
504649676,620302405
504649676,630416754
504649676,665100132
504649676,682235885
504649676,725083823
504649676,727563998
504649676,1254727220
504649676,100000266200410
504649676,100000296889367
504649676,100000316500688
504649676,100000350949972
504649676,100000492578077
504649676,100000600083933
504649676,100000940759869
505092154,633135870
505092154,674728853
505092154,727563998
505097555,564751459
505097555,741524553
505097555,842846841
505097555,1507134524
506917852,506370
506917852,600949
506917852,601882
506917852,1238013
506917852,1509804
506917852,3331281
506917852,9374187
506917852,17821835
506917852,18200045
506917852,29201512
506917852,37002724
506917852,60711499
506917852,508956711
506917852,517426254
506917852,536663246
506917852,540579618
506917852,546179068
506917852,589079010
506917852,589617649
506917852,597778741
506917852,614286230
506917852,615837196
506917852,629320458
506917852,659781080
506917852,661185194
506917852,671633819
506917852,683511687
506917852,696252057
506917852,733156388
506917852,763494180
506917852,867730071
506917852,875535240
506917852,892455102
506917852,1030110076
506917852,1038750001
506917852,1049580056
506917852,1050570217
506917852,1068871106
506917852,1073949296
506917852,1076087748
506917852,1091400024
506917852,1108639327
506917852,1227211865
506917852,1230510058
506917852,1232833944
506917852,1327530017
506917852,1331280160
506917852,1343896504
506917852,1363821238
506917852,1428111065
506917852,1447080976
506917852,1473030615
506917852,1479570125
506917852,1481324205
506917852,100000029148865
506917852,100000206954468
506917852,100000331485180
506917852,100000352770318
506917852,100001036653603
506917852,100002961471223
506917852,100003039814401
506917852,100003743835116
506917852,100003811684814
506917852,100006250084766
508956711,506370
508956711,600949
508956711,601882
508956711,1238013
508956711,1509804
508956711,3331281
508956711,9374187
508956711,17821835
508956711,18200045
508956711,29201512
508956711,37002724
508956711,60711499
508956711,506917852
508956711,517426254
508956711,536663246
508956711,540579618
508956711,546179068
508956711,589079010
508956711,589617649
508956711,597778741
508956711,614286230
508956711,615837196
508956711,629320458
508956711,659781080
508956711,661185194
508956711,671633819
508956711,683511687
508956711,696252057
508956711,718832946
508956711,733156388
508956711,763494180
508956711,875535240
508956711,892455102
508956711,1030110076
508956711,1038750001
508956711,1049580056
508956711,1050570217
508956711,1068871106
508956711,1073949296
508956711,1076087748
508956711,1091400024
508956711,1108639327
508956711,1120787189
508956711,1227211865
508956711,1230510058
508956711,1232833944
508956711,1327530017
508956711,1331280160
508956711,1363821238
508956711,1428111065
508956711,1447080976
508956711,1473030615
508956711,1479570125
508956711,1481324205
508956711,1533914875
508956711,1677870095
508956711,100000029148865
508956711,100000206954468
508956711,100000331485180
508956711,100000352770318
508956711,100001036653603
508956711,100001791209212
508956711,100002961471223
508956711,100003039814401
508956711,100003743835116
508956711,100003811684814
508956711,100006250084766
510364409,649980899
510364409,664276839
510364409,727563998
510364409,825167487
510364409,1203454984
510364409,1241403557
510364409,100006301447774
510593119,512388526
510593119,534505671
510593119,630313266
510593119,652065249
510593119,683754427
510593119,685825565
510593119,726296614
510593119,728551884
510593119,754800570
510593119,777354747
510593119,1041788279
510593119,1317437602
510593119,100000415251727
510952871,504649676
510952871,604346175
510952871,617610831
510952871,620302405
510952871,630416754
510952871,665100132
510952871,725083823
510952871,1127111030
510952871,1254727220
510952871,100000316500688
510952871,100000350949972
510952871,100000492578077
510952871,100000600083933
512388526,510593119
512388526,534505671
512388526,580734621
512388526,630313266
512388526,652065249
512388526,683754427
512388526,685825565
512388526,692090239
512388526,726296614
512388526,728551884
512388526,754800570
512388526,777354747
512388526,903970532
512388526,1041788279
512388526,100000415251727
512732034,410769
512732034,500877806
512732034,527553225
512732034,539810190
512732034,542621538
512732034,590190627
512732034,592342679
512732034,628021773
512732034,665100132
512732034,684630835
512732034,689245963
512732034,762845211
512732034,833175540
512732034,1027062817
512732034,1132636451
512732034,1282165485
512732034,1590753035
512732034,100000015549191
512732034,100000154432470
512732034,100000266200410
512732034,100000425959938
512732034,100000552572086
512732034,100000940759869
513283665,116331
513283665,126630
513283665,7946012
513283665,101700088
513283665,695385532
513283665,1009944166
517426254,506370
517426254,600949
517426254,601882
517426254,1238013
517426254,1509804
517426254,3331281
517426254,9374187
517426254,17821835
517426254,18200045
517426254,29201512
517426254,37002724
517426254,60711499
517426254,506917852
517426254,508956711
517426254,536663246
517426254,540579618
517426254,546179068
517426254,589079010
517426254,589617649
517426254,597778741
517426254,614286230
517426254,615837196
517426254,629320458
517426254,659781080
517426254,661185194
517426254,674728853
517426254,683511687
517426254,696252057
517426254,718832946
517426254,733156388
517426254,763494180
517426254,867730071
517426254,875535240
517426254,892455102
517426254,1030110076
517426254,1038750001
517426254,1049580056
517426254,1050570217
517426254,1068871106
517426254,1073949296
517426254,1076087748
517426254,1091400024
517426254,1108639327
517426254,1120787189
517426254,1142160410
517426254,1227211865
517426254,1232833944
517426254,1327530017
517426254,1363821238
517426254,1428111065
517426254,1447080976
517426254,1473030615
517426254,1473630248
517426254,1479570125
517426254,1481324205
517426254,1533914875
517426254,100000206954468
517426254,100000331485180
517426254,100000352770318
517426254,100001036653603
517426254,100001791209212
517426254,100002961471223
517426254,100003039814401
517426254,100003743835116
517426254,100003811684814
517426254,100006250084766
517437788,500877806
517437788,517684919
517437788,517712651
517437788,552950093
517437788,628760671
517437788,662971783
517437788,674728853
517437788,682758760
517437788,696993865
517437788,1277747769
517684919,500877806
517684919,517437788
517684919,517712651
517684919,518572083
517684919,549763097
517684919,565266340
517684919,628760671
517684919,662971783
517684919,665057526
517684919,669406430
517684919,671846619
517684919,674728853
517684919,682758760
517684919,684630835
517684919,696993865
517684919,727563998
517684919,762845211
517684919,1277747769
517684919,100000015549191
517684919,100002200618965
517695435,520296349
517695435,529071766
517695435,552950093
517695435,567291909
517695435,579486364
517695435,585373266
517695435,620302405
517695435,620792567
517695435,632458478
517695435,639598680
517695435,641721813
517695435,650313877
517695435,683531633
517695435,683937650
517695435,684660068
517695435,685081642
517695435,699863289
517695435,708545205
517695435,722772983
517695435,790880260
517695435,793452312
517695435,801083603
517695435,806394508
517695435,820774455
517695435,821469432
517695435,833585471
517695435,837007299
517695435,891305296
517695435,1188655844
517695435,1217832393
517695435,1450843516
517695435,1521457957
517695435,1552768087
517695435,100000677236457
517712651,500877806
517712651,517437788
517712651,517684919
517712651,518572083
517712651,541750322
517712651,545810988
517712651,549763097
517712651,555572553
517712651,565266340
517712651,569888241
517712651,628760671
517712651,662971783
517712651,665057526
517712651,665425071
517712651,669406430
517712651,674728853
517712651,678220500
517712651,682758760
517712651,684630835
517712651,696993865
517712651,727563998
517712651,762845211
517712651,1099459350
517712651,1297942636
517712651,1511689400
517712651,100000015549191
517712651,100000482972469
517712651,100000694268345
517712651,100002200618965
517712651,100002921093731
518572083,500877806
518572083,517684919
518572083,517712651
518572083,541750322
518572083,549763097
518572083,565266340
518572083,569888241
518572083,628760671
518572083,665057526
518572083,669406430
518572083,674728853
518572083,678220500
518572083,682758760
518572083,684630835
518572083,696993865
518572083,727563998
518572083,762845211
518572083,1277747769
520296349,503825478
520296349,517695435
520296349,523415578
520296349,529071766
520296349,552950093
520296349,555396174
520296349,555572553
520296349,557087412
520296349,566203046
520296349,567291909
520296349,579486364
520296349,579661302
520296349,585373266
520296349,600930241
520296349,617527360
520296349,620302405
520296349,627865706
520296349,632458478
520296349,641721813
520296349,645736194
520296349,682235885
520296349,683531633
520296349,683937650
520296349,684165842
520296349,684660068
520296349,685081642
520296349,699863289
520296349,701491646
520296349,702767703
520296349,708281695
520296349,708545205
520296349,713246848
520296349,713517094
520296349,719329997
520296349,722772983
520296349,732321950
520296349,790880260
520296349,793452312
520296349,801083603
520296349,805909094
520296349,820774455
520296349,821469432
520296349,833585471
520296349,837007299
520296349,891305296
520296349,1038023575
520296349,1043382151
520296349,1188655844
520296349,1217832393
520296349,1358276774
520296349,1450843516
520296349,1486993910
520296349,1521457957
520296349,1552768087
520296349,100000268401301
520296349,100000598302009
520296349,100000677236457
520296349,100000994600575
520296349,100001296362499
520696299,500877806
520696299,527553225
520696299,539810190
520696299,547691980
520696299,564030586
520696299,592342679
520696299,617610831
520696299,641567039
520696299,662971783
520696299,695216120
520696299,722772983
520696299,725083823
520696299,1132636451
520696299,1163091134
520696299,1581765364
520696299,1640974425
520696299,100000015549191
520696299,100000350949972
520696299,100000940759869
520696299,100001241356498
520696299,100001364571732
520696299,100001410551480
522252358,420874
522252358,509287
522252358,618107
522252358,2102967
522252358,7946012
522252358,17504728
522252358,101700088
522252358,172001256
522252358,202902836
522252358,539810190
522252358,542621538
522252358,546292662
522252358,547691980
522252358,549763097
522252358,564555053
522252358,574460971
522252358,589697302
522252358,592342679
522252358,617610831
522252358,668205692
522252358,683937650
522252358,695216120
522252358,695385532
522252358,701697524
522252358,715057808
522252358,725083823
522252358,788808777
522252358,886895073
522252358,1000998772
522252358,1104192610
522252358,1132636451
522252358,1134171129
522252358,1188934029
522252358,1231948441
522252358,1277747769
522252358,1280599201
522252358,1408486756
522252358,1505173569
522252358,1512741042
522252358,100000015549191
522252358,100000296889367
522252358,100000940759869
522252358,100000953362802
522252358,100001241356498
522252358,100002200618965
523415578,520296349
523415578,529071766
523415578,555572553
523415578,556505516
523415578,579661302
523415578,600930241
523415578,620792567
523415578,639598680
523415578,641721813
523415578,643232004
523415578,645736194
523415578,682235885
523415578,683531633
523415578,683937650
